Symbol,Date,Open,High,Low,Close
KSE-100,01-Jan-16,32841.49,33256.85,32829.89,33228.95
KSE-100,04-Jan-16,33261.16,33304.53,32968.4,33009.13
KSE-100,05-Jan-16,32804.33,33027.33,32513.65,32983.47
KSE-100,06-Jan-16,33036.63,33123.53,32930.37,32968.26
KSE-100,07-Jan-16,32871.54,32920.12,32651.72,32682.5
KSE-100,08-Jan-16,32716.16,32775.67,32476.42,32534.85
KSE-100,11-Jan-16,32544.54,32555.21,32290.31,32320.05
KSE-100,12-Jan-16,32275.02,32331.41,32005.22,32265.65
KSE-100,13-Jan-16,32323.39,32484.44,32062.08,32154.17
KSE-100,14-Jan-16,32093.21,32093.21,31364.13,31441.02
KSE-100,15-Jan-16,31501.67,31637.22,30885.88,31001.49
KSE-100,18-Jan-16,30814.13,30814.13,29784.6,30628.4
KSE-100,19-Jan-16,30685.33,31136.3,30549.86,31092.61
KSE-100,20-Jan-16,30969.53,30969.53,30689.84,30766.01
KSE-100,21-Jan-16,30808.38,31029.17,30705.53,30751.8
KSE-100,22-Jan-16,30903.93,30999.05,30815.07,30949.03
KSE-100,25-Jan-16,31089.65,31322.59,30978.4,31065.13
KSE-100,26-Jan-16,30962.95,31140.11,30884.93,31074.38
KSE-100,27-Jan-16,31182.76,31386.35,31064.91,31101.38
KSE-100,28-Jan-16,31201.94,31247.85,31051.68,31193.73
KSE-100,29-Jan-16,31281.78,31461.52,31260.16,31298.6
KSE-100,01-Feb-16,31310.67,31891.47,31285.18,31878.15
KSE-100,02-Feb-16,31884.86,32174.16,31866.77,31960.61
KSE-100,03-Feb-16,31886.11,32183.94,31776.68,32084.06
KSE-100,04-Feb-16,32221.79,32504.27,32221.79,32478.98
KSE-100,08-Feb-16,32474.6,32851.23,32461.91,32706.22
KSE-100,09-Feb-16,32716.32,32717.41,32421.02,32444.2
KSE-100,10-Feb-16,32376.18,32464.54,32104.55,32144.59
KSE-100,11-Feb-16,32119.68,32205.46,31782.55,31820.54
KSE-100,12-Feb-16,31838.37,31913.27,31389.2,31464.16
KSE-100,15-Feb-16,31669.32,31970.85,31669.32,31928.15
KSE-100,16-Feb-16,32052.99,32159.26,31608.7,31673.16
KSE-100,17-Feb-16,31705.86,31705.86,31334.41,31469.7
KSE-100,18-Feb-16,31590.75,31707.89,31249.36,31282.44
KSE-100,19-Feb-16,31295,31295,30946.36,31011.77
KSE-100,22-Feb-16,31027.35,31064.95,30599.74,30677.68
KSE-100,23-Feb-16,30731.01,30841.73,30275.61,30564.5
KSE-100,24-Feb-16,30506.85,30898.3,30474.37,30786.6
KSE-100,25-Feb-16,30828.91,30937.35,30712.85,30802.53
KSE-100,26-Feb-16,30856.24,31329.74,30856.24,31294.08
KSE-100,29-Feb-16,31303.18,31434.61,31219.14,31369.51
KSE-100,01-Mar-16,31384.67,31538.65,31321.7,31509.11
KSE-100,02-Mar-16,31575.34,31876.82,31575.34,31772.9
KSE-100,03-Mar-16,31859.4,32234.51,31859.4,32146.58
KSE-100,04-Mar-16,32214.02,32480.44,32214.02,32441.74
KSE-100,07-Mar-16,32463.9,33030.29,32463.9,33022.6
KSE-100,08-Mar-16,33040.78,33211.47,32933.13,33032.85
KSE-100,09-Mar-16,33025.8,33086.66,32892.35,32957.98
KSE-100,10-Mar-16,32968.56,33080.68,32671.23,32710.56
KSE-100,11-Mar-16,32733.22,32758.36,32523.19,32669.16
KSE-100,14-Mar-16,32699.04,32878.78,32699.04,32738.56
KSE-100,15-Mar-16,32749.23,32769.18,32585.04,32623.02
KSE-100,16-Mar-16,32661.76,32941.44,32656.84,32891.08
KSE-100,17-Mar-16,32910.94,33116.26,32910.94,32957.75
KSE-100,18-Mar-16,32968.58,33145.62,32942.26,33080.4
KSE-100,21-Mar-16,33081.69,33166.82,33000.12,33022.87
KSE-100,22-Mar-16,33076.79,33191.08,32868.07,32928.3
KSE-100,24-Mar-16,32870.87,32942.02,32778.41,32801.88
KSE-100,25-Mar-16,32807.29,32906.98,32777.11,32876.55
KSE-100,28-Mar-16,32835,32988.18,32735.4,32904.32
KSE-100,29-Mar-16,32919.76,33000.97,32854.32,32879.67
KSE-100,30-Mar-16,32883.35,32998.54,32863.03,32922.4
KSE-100,31-Mar-16,32922.57,33189.03,32910.47,33139
KSE-100,01-Apr-16,33129.75,33468.67,33121.81,33449.62
KSE-100,04-Apr-16,33458.58,33829.42,33371.13,33808.42
KSE-100,05-Apr-16,33821.36,33951.66,33713.84,33766.49
KSE-100,06-Apr-16,33812.58,34033.21,33812.58,33946.37
KSE-100,07-Apr-16,33992.08,34058.28,33870.51,33896.03
KSE-100,08-Apr-16,33893.72,33994.27,33875.62,33967.54
KSE-100,11-Apr-16,34084.78,34154.7,33547.23,33566.22
KSE-100,12-Apr-16,33578.03,33675.59,33415.89,33616.9
KSE-100,13-Apr-16,33676.66,33785.64,33471.92,33646.1
KSE-100,14-Apr-16,33672.92,33814.96,33605.63,33767.59
KSE-100,15-Apr-16,33784.75,33917.55,33736.69,33767.12
KSE-100,18-Apr-16,33700.47,33832.85,33631.65,33759.97
KSE-100,19-Apr-16,33763.08,33887.95,33676.52,33729.62
KSE-100,20-Apr-16,33742.16,33757.48,33599.45,33619.84
KSE-100,21-Apr-16,33722.18,33917.26,33493.54,33572.13
KSE-100,22-Apr-16,33603.71,33848.68,33593.96,33739.54
KSE-100,25-Apr-16,33743.67,33785.82,33498.75,33684.56
KSE-100,26-Apr-16,33720.7,34027.62,33702.78,33847.74
KSE-100,27-Apr-16,33914.03,34307.3,33914.03,34269.28
KSE-100,28-Apr-16,34347.13,34580.97,34347.13,34503.64
KSE-100,29-Apr-16,34591.87,34882.47,34457.85,34719.29
KSE-100,02-May-16,34727.2,34806.66,34488.5,34567.52
KSE-100,03-May-16,34562.22,34925.42,34473.89,34897.3
KSE-100,04-May-16,34916.96,35441.03,34916.96,35317.56
KSE-100,05-May-16,35358.93,35971.66,35358.93,35941.47
KSE-100,06-May-16,36010.76,36203.51,35831.4,35973.68
KSE-100,09-May-16,36089.7,36305.24,36089.7,36234.99
KSE-100,10-May-16,36179.68,36340.47,36037.02,36265.12
KSE-100,11-May-16,36329.93,36412.83,36230.25,36266.23
KSE-100,12-May-16,36352.19,36450.85,36011.96,36048.76
KSE-100,13-May-16,36063.15,36123.36,35957.09,36122.49
KSE-100,16-May-16,36200.85,36242.63,36088.06,36125.37
KSE-100,17-May-16,36203.18,36390.41,36100.02,36137.12
KSE-100,18-May-16,36198.13,36366.2,36180.5,36318.21
KSE-100,19-May-16,36316.89,36809.31,36306.13,36685.05
KSE-100,20-May-16,36684.13,36848.37,36646.97,36693.5
KSE-100,23-May-16,36717.01,36752.62,36432.15,36723.35
KSE-100,24-May-16,36727.32,36794.49,36553.15,36582.35
KSE-100,25-May-16,36667.08,36767.24,36483.21,36499.43
KSE-100,26-May-16,36509.46,36686.12,36461.95,36540.97
KSE-100,27-May-16,36549.96,36776.52,36531.41,36694.26
KSE-100,30-May-16,36687.44,36687.44,36182.11,36234.69
KSE-100,31-May-16,36232.85,36414.39,35947.13,36061.56
KSE-100,01-Jun-16,36036.7,36519.48,36036.7,36496.16
KSE-100,02-Jun-16,36496.35,36886.37,36483.2,36839.14
KSE-100,03-Jun-16,36893.32,37360.88,36893.32,37223
KSE-100,06-Jun-16,37273.68,37481.2,37203.39,37352.27
KSE-100,07-Jun-16,37350.11,37539.14,37331.39,37392.29
KSE-100,08-Jun-16,37543.99,37614.45,37414.13,37426.39
KSE-100,09-Jun-16,37479.2,37538.51,37392.13,37414.26
KSE-100,10-Jun-16,37455.69,37459.92,36828.82,36940.88
KSE-100,13-Jun-16,36883.71,37083.64,36637.71,36979.96
KSE-100,14-Jun-16,37051.06,37594.39,37051.06,37517.75
KSE-100,15-Jun-16,37641.4,38609.01,37641.4,38559.87
KSE-100,16-Jun-16,38570.11,39040.78,38388.31,38751.6
KSE-100,17-Jun-16,38774.78,38965.34,38641.68,38776.94
KSE-100,20-Jun-16,38787.97,38981.56,38469.82,38469.82
KSE-100,21-Jun-16,38492.44,38605.82,38337.93,38415.31
KSE-100,22-Jun-16,38416.14,38620.05,38123.12,38149.26
KSE-100,23-Jun-16,38137.46,38265.44,38014.34,38237.89
KSE-100,24-Jun-16,38218.54,38218.54,36825.18,37389.88
KSE-100,27-Jun-16,37351.4,37508.96,36957.05,37039.57
KSE-100,28-Jun-16,37037.08,37267.3,36863.04,37076.63
KSE-100,29-Jun-16,37240.53,37802.12,37240.53,37786.57
KSE-100,30-Jun-16,37894.86,37994.75,37729.35,37783.54
KSE-100,04-Jul-16,37778.46,38007.51,37689.7,37966.76
KSE-100,11-Jul-16,37969.09,38427.78,37814.6,38367.96
KSE-100,12-Jul-16,38406.87,39069.65,38399.55,39031.62
KSE-100,13-Jul-16,39101.98,39291.65,39017.92,39049.46
KSE-100,14-Jul-16,39057.38,39295.46,38948.04,39257
KSE-100,15-Jul-16,39261.9,39415.25,39146.45,39188.47
KSE-100,18-Jul-16,39188.89,39269.14,38905.61,39253.25
KSE-100,19-Jul-16,39225.34,39322.69,39160.83,39208.88
KSE-100,20-Jul-16,39215.99,39289.32,38945.96,39098.79
KSE-100,21-Jul-16,39120.77,39391.69,39120.77,39306.79
KSE-100,22-Jul-16,39317.74,39420.65,39113.46,39151.78
KSE-100,25-Jul-16,39156.42,39159.57,38996.71,39017.32
KSE-100,26-Jul-16,38996.44,39196.15,38996.44,39147.33
KSE-100,27-Jul-16,39181.57,39592.03,39129.66,39434.97
KSE-100,28-Jul-16,39463.49,39716.21,39325.11,39468.98
KSE-100,29-Jul-16,39426.23,39562.51,39277.21,39528.82
KSE-100,01-Aug-16,39567.45,39917.21,39557.68,39800.64
KSE-100,02-Aug-16,39804.16,39860.57,39674.55,39786.93
KSE-100,03-Aug-16,39800.04,39833.66,39592.04,39615.76
KSE-100,04-Aug-16,39716.61,39824.14,39394.8,39446.7
KSE-100,05-Aug-16,39399.9,39507.8,39330.02,39390.21
KSE-100,08-Aug-16,39386.24,39500.56,39378.21,39476.17
KSE-100,09-Aug-16,39475.71,39735.77,39475.71,39663.71
KSE-100,10-Aug-16,39669.58,39864.04,39669.58,39805.88
KSE-100,11-Aug-16,39815.76,39911.94,39742.78,39861.6
KSE-100,12-Aug-16,39982.2,40083.06,39868.56,39907.64
KSE-100,15-Aug-16,39969.81,40104.15,39969.81,40030.52
KSE-100,16-Aug-16,40115.03,40211.67,40027.24,40050.17
KSE-100,17-Aug-16,40076.41,40205.07,40017.89,40057.52
KSE-100,18-Aug-16,40113.31,40213.89,39741.5,39771.2
KSE-100,19-Aug-16,39802.66,39840.83,39465.12,39499.08
KSE-100,22-Aug-16,39531.84,39543.18,39254.05,39457.95
KSE-100,23-Aug-16,39404.45,39617.75,39361.87,39400.19
KSE-100,24-Aug-16,39418.39,39544.68,39362.25,39506.58
KSE-100,25-Aug-16,39503.24,39867.09,39503.24,39792.1
KSE-100,26-Aug-16,39823.66,39950.24,39799.63,39926.7
KSE-100,29-Aug-16,39970.43,40102.51,39970.43,40023.02
KSE-100,30-Aug-16,40026.17,40084.11,39943.49,39991.79
KSE-100,31-Aug-16,39996.38,40026.5,39771.11,39809.58
KSE-100,01-Sep-16,39800.68,39899.75,39722.78,39738.67
KSE-100,02-Sep-16,39754.84,39755.63,39432.18,39464.65
KSE-100,05-Sep-16,39470.79,39596.02,39248.68,39278.11
KSE-100,06-Sep-16,39305.53,39769.79,39250.16,39688.97
KSE-100,07-Sep-16,39750.84,40111.71,39750.84,40084.87
KSE-100,08-Sep-16,40090.86,40289.87,40052.86,40136.93
KSE-100,09-Sep-16,40144.36,40422.16,40144.36,40340.23
KSE-100,15-Sep-16,40355.11,40355.11,40133.51,40216.35
KSE-100,16-Sep-16,40255.41,40473.89,40255.41,40363.68
KSE-100,19-Sep-16,40353.31,40543.04,40353.31,40414.72
KSE-100,20-Sep-16,40419.6,40508.95,40129.6,40340.46
KSE-100,21-Sep-16,40326.45,40357.62,39646.77,39771.42
KSE-100,22-Sep-16,39848.45,40319.04,39848.45,40135.31
KSE-100,23-Sep-16,40144.46,40183.17,39739.17,39781.95
KSE-100,26-Sep-16,39780.57,40276.25,39780.57,40220.76
KSE-100,27-Sep-16,40232.76,40406.91,40156.59,40294.38
KSE-100,28-Sep-16,40315.59,40467.91,40207.26,40355.02
KSE-100,29-Sep-16,40387.24,40861.8,40143.92,40295.52
KSE-100,30-Sep-16,40307.39,40581.35,40245.47,40541.81
KSE-100,03-Oct-16,40583.9,41134,40583.9,40986.31
KSE-100,04-Oct-16,41018.65,41197.34,41017.91,41123.97
KSE-100,05-Oct-16,41129.7,41429.49,41129.7,41253.46
KSE-100,06-Oct-16,41258.02,41447.1,41231.81,41252.17
KSE-100,07-Oct-16,41262.75,41373.42,41123.54,41200.48
KSE-100,10-Oct-16,41210.22,41431.77,41199.85,41403.97
KSE-100,13-Oct-16,41446.52,41631.55,41340.27,41412.04
KSE-100,14-Oct-16,41430.05,41512.44,41170.43,41464.31
KSE-100,17-Oct-16,41478.55,41604.73,41256.36,41282.72
KSE-100,18-Oct-16,41280.03,41280.12,40759.52,40954.22
KSE-100,19-Oct-16,40965.02,41065,40668.82,40924.14
KSE-100,20-Oct-16,40973.8,41688.57,40973.8,41545.95
KSE-100,21-Oct-16,41540.12,41603.06,41257.67,41291.43
KSE-100,24-Oct-16,40942,41046.05,40793.56,40852.03
KSE-100,25-Oct-16,40749.25,40814.51,40175.27,40764.76
KSE-100,26-Oct-16,40791.54,40922.39,40427.13,40526.81
KSE-100,27-Oct-16,40551.68,40584.76,39925.32,39987.31
KSE-100,28-Oct-16,39942.69,40061.24,39536.92,39872.88
KSE-100,31-Oct-16,39878.25,40173.83,39789.7,39893.84
KSE-100,01-Nov-16,39900.63,41342.02,39855.42,41299.87
KSE-100,02-Nov-16,41307.94,41962.62,41307.94,41742.75
KSE-100,03-Nov-16,41772.1,42108.06,41702.1,41974.46
KSE-100,04-Nov-16,41976.5,42121.47,41798.78,41841.56
KSE-100,07-Nov-16,41825.54,42207.27,41803.4,42133.54
KSE-100,08-Nov-16,42135.84,42413.46,42009.91,42113.91
KSE-100,09-Nov-16,42040.47,42232.06,41352.52,42203.63
KSE-100,10-Nov-16,42208.93,42772.21,42208.93,42703.99
KSE-100,11-Nov-16,42715.81,42953.96,42497.73,42849.12
KSE-100,14-Nov-16,42897.96,43084.67,42396.42,42525.93
KSE-100,15-Nov-16,42530.27,42641.53,42249.22,42292.67
KSE-100,16-Nov-16,42306.23,42481.07,42212.42,42404.47
KSE-100,17-Nov-16,42441.91,42526.93,42326.95,42411.8
KSE-100,18-Nov-16,42433.3,42506.14,42253.27,42324.94
KSE-100,21-Nov-16,42326.71,42547.66,42326.71,42439.04
KSE-100,22-Nov-16,42455.27,42748.4,42455.27,42631.58
KSE-100,23-Nov-16,42653.86,42923.42,42582.41,42901.02
KSE-100,24-Nov-16,42909.13,43206.37,42893.62,42949.73
KSE-100,25-Nov-16,42968.48,43067.2,42907.07,42999.66
KSE-100,28-Nov-16,43008.26,43184.92,43008.26,43060.71
KSE-100,29-Nov-16,43058.84,43297.41,42772.56,42811.27
KSE-100,30-Nov-16,42800.04,42867.61,42582.49,42622.37
KSE-100,01-Dec-16,42659.24,43280.43,42659.24,42907.36
KSE-100,02-Dec-16,42988.09,43310.07,42915.18,43270.9
KSE-100,05-Dec-16,43353.86,43797.69,43347.65,43739.97
KSE-100,06-Dec-16,43807.15,44236.89,43807.15,44199.4
KSE-100,07-Dec-16,44223.89,44545.19,44105.11,44494.99
KSE-100,08-Dec-16,44512.24,44837.41,44447.89,44741.98
KSE-100,09-Dec-16,44841.87,45490.07,44841.87,45387.23
KSE-100,13-Dec-16,45474,46126.21,45474,45857.89
KSE-100,14-Dec-16,45883.54,46271.1,45601.84,46185.27
KSE-100,15-Dec-16,46172.78,46635.64,46141.79,46358.35
KSE-100,16-Dec-16,46419.06,46663.22,46229.82,46584.53
KSE-100,19-Dec-16,46591.47,47070.56,46591.47,46938.59
KSE-100,20-Dec-16,46953.44,47380.88,46806.3,47210.06
KSE-100,21-Dec-16,47211.45,47325.91,46343.76,46993.31
KSE-100,22-Dec-16,47024.77,47202.75,46664.21,46699.78
KSE-100,23-Dec-16,46679.24,46826.71,46443.22,46633.99
KSE-100,26-Dec-16,46615.04,46898.66,46615.04,46689.73
KSE-100,27-Dec-16,46687.53,46986.36,46685.76,46920.47
KSE-100,28-Dec-16,46944.12,47563.46,46944.12,47424.63
KSE-100,29-Dec-16,47496.78,47713.34,47494.01,47666.66
KSE-100,30-Dec-16,47678.2,47938.65,47634.81,47806.97
KSE-100,02-Jan-17,47791.24,48357.57,47791.24,48240.28
KSE-100,03-Jan-17,48235.46,48924.57,47906.38,48827.55
KSE-100,04-Jan-17,48854.84,49069.69,48635.87,48704.99
KSE-100,05-Jan-17,48714.1,48934,48642.09,48713.63
KSE-100,06-Jan-17,48748.22,49105.24,48748.22,49038.23
KSE-100,09-Jan-17,49026.19,49441.22,48998.17,49039.41
KSE-100,10-Jan-17,49044.62,49044.62,48683.06,48865.79
KSE-100,11-Jan-17,48837.24,49389.89,48837.24,49371.6
KSE-100,12-Jan-17,49387.28,49805.69,49387.28,49517.02
KSE-100,13-Jan-17,49519.67,49673.17,49151.47,49210.5
KSE-100,16-Jan-17,49230.73,49395.11,48821.75,48888.54
KSE-100,17-Jan-17,48961.63,49003.94,48108.79,48678.65
KSE-100,18-Jan-17,48716.79,48971.01,48501.42,48642.21
KSE-100,19-Jan-17,48671.06,49069.81,48671.06,49013.82
KSE-100,20-Jan-17,49019.51,49466.53,49019.51,49364.83
KSE-100,23-Jan-17,49367.31,49938.48,49367.31,49876.18
KSE-100,24-Jan-17,49895.74,50056.72,49621.84,49968.92
KSE-100,25-Jan-17,49978.94,50267.24,49721.46,49756.77
KSE-100,26-Jan-17,49756.81,50286.02,49668.64,50192.36
KSE-100,27-Jan-17,50202.7,50887.61,49899.6,49963.77
KSE-100,30-Jan-17,50105.19,50342,48823.7,48972.24
KSE-100,31-Jan-17,48967.34,49142.77,48349.36,48757.67
KSE-100,01-Feb-17,48781.27,49516.1,48781.27,49455.86
KSE-100,02-Feb-17,49460.15,49937.88,49424.15,49665.97
KSE-100,03-Feb-17,49648.48,49780.53,49429.42,49555.83
KSE-100,06-Feb-17,49609.56,49740.02,49532.91,49630.04
KSE-100,07-Feb-17,49677.93,49920.96,49677.93,49859.39
KSE-100,08-Feb-17,49885.25,50037.11,49742.74,49874.96
KSE-100,09-Feb-17,49882.65,50196.83,49784.33,49908.15
KSE-100,10-Feb-17,49897.22,50093.38,49845.47,49925.08
KSE-100,13-Feb-17,49931.09,50322.55,49834.69,49965.63
KSE-100,14-Feb-17,49955.43,50036.65,49527.65,49767.91
KSE-100,15-Feb-17,49774.48,49922.34,49097.02,49214.15
KSE-100,16-Feb-17,49344.9,49693.84,49163.91,49588.3
KSE-100,17-Feb-17,49612.89,49894.35,49320.26,49375.71
KSE-100,20-Feb-17,49425.48,49598.15,48850.9,48929.12
KSE-100,21-Feb-17,48925.9,49103.59,48654.94,49015.09
KSE-100,22-Feb-17,49020.16,49331.54,48710.29,48981.65
KSE-100,23-Feb-17,48984.76,49163.48,48474.8,49062.26
KSE-100,24-Feb-17,49059.01,49273.94,48939.52,49007.99
KSE-100,27-Feb-17,49000.29,49081.28,48489.74,48520.75
KSE-100,28-Feb-17,48541.91,48637.96,48146.68,48534.23
KSE-100,01-Mar-17,48627.9,49050.51,48627.9,48992.16
KSE-100,02-Mar-17,49014.29,49734.82,49014.29,49696.08
KSE-100,03-Mar-17,49718.55,49894.52,49563.12,49623.81
KSE-100,06-Mar-17,49637.85,49841.1,49342.95,49434.89
KSE-100,07-Mar-17,49438.28,49525.76,49216.18,49452.71
KSE-100,08-Mar-17,49466.16,49778.21,49420.72,49754.72
